Index,text
181,In welcher Wüste wird die gebaut ??? Bis heute ging da nichts und urplötzlich alles. Von welchen Studienabschluß und Land stammt das ?
182,Neues aus Berlin Neu Köln;
183,Ach nee  ... was für ne Überraschung ... Man muss nur die Augen aufmachen u sieht wer wirklich kommt
184,"_eV  DFB-Vizepräsident Dr. Rainer Koch erklärt dazu: „Wir haben erhebliche Bedenken an der Rechtmäßigkeit der Entscheidung des NOFV-Verbandsgerichts."" via  |LBR| #svbfce #Antisemitismus #Fussball #Babelsberg #Cottbus"
185," Wer keine Angst vorm Teufel hat, der braucht auch keinen Gott! |LBR| 👇🤘🖕👹"
186,"Tief betroffen über Morde v #LasVegas. Mein Mitgefühl,auch den Hinterbliebenen. Und Schande über all die #fake -newser, die Leid instrument."
187,"  Uns ist nicht klar, wieso immer wieder Leute so einen Stuss kommentieren, ohne sich vorher wenigstens ein klein wenig zu informieren. Wie soll denn der ""Profit für PA"" aussehen? Wir sind spendenfinanziert. Und wie Sie beim Familiennachzug auf 1 Mio. kommen, ist auch schleierhaft."
188,Es ist ein sehr gutes Gefühl Jemandem das leben zu retten. Ich habe oft getan.
189,"http://www.t-online.de/unterhaltung/tv/id_75858546/integrationskanal-ard-und-zdf-planen-tv-angebot-fuer-fluechtlinge.html      Nicht nur dass unsere Medien zensiert werden, jetzt gibt es auf ARD und ZDF auch ein spezielles Fernsehprogramm für die Flüchtlinge auf arabisch. Warum also noch deutsch lernen... ."
190,Ist doch genug Geld da die Steuerkassen sind voll. Es ist nur kein Geld für Deutsche  da. Als Dank  bekommen wir noch eine Steuererhöhung.  Solange wir nicht wie die Franzosen auf die Straße gehen.  Ändert sich nichts    Warum?   Weil wir alle Angst haben
191, _lindner #MarionettaSlomka wird direkt aus der linksGrünen Propaganda-Zentrale gesteuert.
192,"sind doch alles untergeordnete lügenabteilungen,pfui teufel"
193,"Deutschland ist doch eine Selbstbedienung-BANK für die ""FACHKRÄFTE"". :D"
194,_IIna Dafür hat jemand bluten und teuer bezahlen müssen..
195,Die Inflation nimmt fahrt auf - wir drucken Tag und Nacht.......
196,@Uwe_Junge_MdL Was soll der unfähige dicke Lars auch sonst sagen?
197,"#Östereich zeigt wie es geht: #Kopftuchverbot 👍  Sehr gut. Kinder sollen frei aufwachsen können und brauchen keine religiösen Symbole, deren Bedeutung sie noch gar nicht verstehen können.  https://t.co/lndZPAf7a8"
198,Schade das die Patrioten einen ehemaligen kinderstar für ihre Zwecke missbrauchen. Und waren die grabscher nicht aus Syrien sondern Nordafrika???!!!
199,"     Du würdest also sagen, dass die deutsche Kultur bis 1969 gegen die Menschenrechte war. |LBR| Und Du bist froh, dass diese Kultur Vergangenheit ist."
200,Auf welchem Planeten sind Muslime denn Minderheiten?  Eher die parasitäre Heuschrecken-Mehrheit :P
201,"ören .Ja natürlich gehören Iraner zu Deutschland ,die hat damals da,,Kinni''nach Bayern geholt ..Um sein Märchenschloss zu bauen ...:-)"
202, Ich fordere die Inhaftierung von der Volksverräterin Merkel!!
203,  Ich gehe wählen und das wird nicht die Partei von Merkel werden!!
204,#muttikulti - die von mutti merkel verschuldete eskalation des multikulti-problems durch einladen von  #rapefugees und #krimigranten.
205,"  Veruntreuung deutscher Steuergelder muß strafbar werden, Herr Bürgermeister!"
206,Mehr als heiße Luft kommt auch von Seehofer nicht
207,Das ist wohl eine EU Order.... willkommen im Club
208,"_Deutsch Es sind doch nur häßliche stinkende Beduinen-Feiglinge die aus sicherer Entfernung, hinterrücks und hinterhältig wehrlose Menschen töten. |LBR| Keiner von diesen Kreaturen hat es verdient weiterzuleben..!!"
209,diese pissnelken hätten erst gar nicht in unser land kommen dürfen / können / sollen...nun wird man die flöhe nicht mehr los!!!
210, Was vorbei ist muss einfach vorbei sein bleiben...!
211,"Wünsche allen ,die mir Folgen und denen Ich folge alle die mich mögen oder auch nicht ,ein gutes neues Jahr 2018!!!!"
212,"Versucht auch andere Kommunikationswege.... versucht Euch zu ""dezentralisieren""... also mehrere Seiten und einer Führung etc.
Leute müssen sich in den Städten z.B. auch in Stammtischen zusammenrotten etc.!!!"
213,Das sollten sich ne menge Leute auf die Fahne schreiben!!!
214,"  Die frage ist doch, weshalb sollen wir Flüchtlinge, die dieses Land absehbar wieder verlassen müssen, für sehr viel Geld Integrieren. Die zusammen Führung macht deshalb auch keinen Sinn, da ich umso mehr Abschieben muss. Von den immensen Kosten mal ganz abgesehen."
215,"Wenn man Leute, die aufgrund religiösen Fanatismus Musikinstrumente zerstören, „Barbaren“ nennt, führt das bei #Twitter zur Löschung des Accounts. So zumindest bei @Lebensformation samt Verlust von 4256 Followern! Ein Skandal! Solidarität mit #Lebensformation!!!"
216,Nikolai: Hausdurchsuchung beim Volkslehrer – die Zweite https://t.co/ma2R327l2Y https://t.co/vpngNI0Rog
217,"_Mertes _28 _ _Gruenen Ich habe eine Vorstellungskraft. Und ich hatte Urgroßeltern, die ihre Kinder auf der Flucht vor den Russen nicht in den Ostgebieten zurückgelassen haben."
218," Es ist schon sehr beängstigend, wie sich einige Medien und Politiker Islam Kritikern gegenüber verhalten. Nicht Mainstream = nazi.oder was."
219,......Faschisten sind Mörder....!     #Afd     https://t.co/lPJFOQ3vBS
220,_Pasemann  Wer andern eine Grube gräbt ..........!
221,"Wer gegen Muslime hetzt, taugt nicht als Verteidiger gegen judenfeindlicher Angriffe. Es bleibt ein Widerspruch, gleichsam sich als Streiter gegen Antisemitismus oder pro-israelisch zu geben und dabei islamfeindlich u. rassistisch gegen Muslime u anderen Minderheiten zu agitieren"
222,"_florian   _Muenchen _muenchen _M Bedeutet das, dass Sie FÜR den Antrag stimmen werden oder wie wollen sie sonst sicher stellen, dass kein BDS Inhalt verbreitet wird?"
223,Vorbereitung auf die nächste Koalition! https://t.co/AL3WALGXx8
224,"ja ,das ist eine gute Idee , Weil  !!!   in der Sendung --- quer ,Bayerischer Rundfunk -23.10.15 -- 1.15 h  ,wurde behaubtet ,Asylanten bringen nicht krankheiten  SONDERN eher umgekehrt . Asylanten könnten sich bei Deutschen anstecken . Ich schäme mich ! Ich bin gerade Erkältet ,tut mir leid ,wenn ich raus gehe um zu arbeiten . in Neu Aleppo wären sie sicher vor den Leuten ,die das bezahlen"
225,"@Ungebeten1 Ha, gestern habe ich gesehen, wie ein Baum CO2 aufgenommen hat!  Dabei hat der Baum sich leicht in Richtung Westen geneigt.  Echt krass, wie das aussieht! https://t.co/pLyP9b71OO"
226,ARD und ZDF kann man in die Tonne klopfen. Da rollen sich die Fussnägel hoch.
227,Werdet ihr laufen?
228,Dummheit kennt keine Grenzen
229,'Betet für die Einheit und Freiheit der Kirche in #China':  zum #Gebetstag
230,@Ralf64904117 Qualität statt Quantität...
231,"  Danke, Du Arme. Kann ich gut nachfühlen, ich lag die ganze Woche flach und bin noch immer nicht fit. Kurier Dich gut aus! 💖"
232,@_macmike    _silve _MadBunny     _putin  _           _Franz  3 Tage vor den Attentaten von Las Vegas verkaufte er die Aktien der Hotelkette - die jetzt pleite ist. INSIDE-JOB.
233,"Warum hält sich keiner der hohen Tiere an unsere verdammten Grundgesetze?????
Es muss was passieren"
234,_Steiner Dacht` ich`s mir - Cäsar ist ja auch schon `ne Weile tot 😜
235,Wir haben´s doch!
236,📊 #AfD steigt im ZDF-#Politbarometer auf 1⃣4⃣ Prozent!    März: 12 %  April; 13 %  Mai: 14 %  26. Mai: ...  #EP2019 #Europawahl2019 #EU-Wahl #EUWahl2019  ℹ️ https://t.co/6Wg3h8zsCc https://t.co/o0NurCS1NS
237,was heisst hier die sind islamfeindlich. wir hier sind das auch nur hier wird das ignoriert. rund um uns herum wehren sich vom politiker bis zum kleinen menschen gegen diese völkerwanderung die seit 4 monaten läuft und läuft und läuft und kein ende in sicht. man muss sich als deutschland hier nicht aufspielen als wären wir die herren europas frau marie le penn hat der lieben frau merkel dahingehend die leviten ganz schön gelesen was sich berlin da einbildet. merkel hat gerufen nun kann sie nicht verlangen das alle nach ihrer pfeiffe agieren. sogar das flüchtlingsfreundliche schweden hat die schnauze voll erlässt gesetze die sehr wirksam werden wenn sie ausgeführt werden. nur wir hier werden übergangen ignoriert und für unmündig hingestellt. passiert etwas dann sind politik und medien einig waren es fremdenfeindliche aber nie einer von den fremden denn diese dinge wurden ja verboten in die öffentlichkeit zu kommen. ddr du bist auferstanden jetzt warte ich nur noch bis die sed auch aufersteht sagt einer was kriegt er ne kugel in den schädel. so weit kommt es noch sind auf dem besten weg dahin
238, zum Beispiel Alice Schwarzer gerade aktuell in der WELT. Fand ich auch ein bisschen strange.
239,"Jetzt wird's brenzlig: Prophetin #Greta ist erzürnt, weil Medien über das #Artensterben 'nicht auf Titelseiten' berichteten!  https://t.co/H9xemXMcgv"
240,_Sellner  Wie dämlich müssen erst die Sesselfurzer sein wenn sie den Unterschied von 17 und 32 Jahren nicht erkennen....?
241,"    wenn ich die gegenposition bei der partei „die linke“ einnehme, schlagen sie mir dann auch vor, die pressesprecherin der afd zu werden 🧐"
242, Namen abgespeichert du wirst schon sehen
243,Schlimmer gehst immer und es wird immer schlimmer! !!
244,_DD Cool übrigens Ihr Profil: „wohlwollendes Verstehen des anderen “ ;-)
245,"Eine Dame nach meinem Geschmack, sie hat noch ein Gehirn was den Dienst nicht verweigert hat!"
246,In England wird die Meinungsfreiheit noch groß geschrieben auch ein Grund für den Brexit.
247, gerade am ludwigplatz vorbei Richtung Zirkel und BVerfG
248,#Altersarmut: Wie die #Jobcenter #HartzIV-Empfänger in die #Rente zwingen (via _Wirtschaft)
249,"   Warum auch, denn dann müsste man konsequent auch alle Politiker der Kartellparteien ausschießen die sich rassistisch gegen Deutsche geäußert haben oder es in Zukunft tun."
250,"Sind wir doch selber Schuld.  Sie werden ins Land gelassen und können unkontrolliert durch die Gegend streunen. Somit bestätigt sich auch die Bezeichnung ""Wirtschaftsflüchtlinge""."
251,"Deutschland war und ist ein Land der Extreme. Dichter und Denker oder Richter und Henker. Ein normales Dazwischen gibt es wohl nicht. Im Augenblick befürchtete ich, daß die übertrieben liberale Haltung ein Erstarken der Extreme begünstigt, übrigens rechts wie links ( und auch reich wie arm ).
Einwanderung ja, aber streng kontrolliert , kriminelle Migranten sofort raus. Auch in Kriegsgebiete..."
252,"Jetzt müssen wir entscheiden, was besser ist: Mandat zum Weiterverhandeln mit der Union und am Ende entscheiden unsere Mitglieder über das Ergebnis ( dafür werbe ich) oder Weg hin zu baldigen Neuwahlen."
253,"Ich bin schon lange potenzieller Spender !!Schade das meine Stammzellen  wohl nicht passen,für die beiden ""Rabauken"" !! Jeder der Kinder LIEBT geht bald zur Speichelentnahme !! Ist doch nur ein Speicheltest.Tut also nicht weh,hi hi !!"
254,Eich echter Europäer.... ein Held der an die Spitze Europas gehört..... der einzige der sich an die Europäischen Regeln geahalten hat...Bravo Viktor weiter so ....Bravo
255,"Dürfen in Stuttgart """"#Flüchtlinge"""" und """"#Rapefugees"""" immer noch kostenlos ins Stadion? ;-)) #VfBBVB"
256,"da weiß man nicht mal mehr was man schreiben soll und eigentlich fällt mir immer was ein , es ist einfach Unfassbar :-("
257,"@Uwe_Junge_MdL Ach Uwe... weisst Du eigentlich, was Sozialismus bedeutet?"
258,@Ralf64904117 Sowas gehört zur SERO Sammelstelle.
259,"Nicht ""bald"" erst bei uns sondern JETZT SCHON!"
260,"Ach was noch viel mehr  , den unsere Renten ?"
261,Was hast du geglaubt wem diese ganze s....... nützt? Natürlich der wirtschaft.....
262,Da schlägt das deutsche sozialisten Herz bis zum Anschlag.Natürlich die Türkei mit Steuergeld bewerfen. Natürlich die Gold bringenen Flüchtlinge mit Steuergeld bewerfen.Natürlich kein Geld für arme d. Rentner.Natürlich kein Geld für arme Kinder.Eine Partei die kein Mensch braucht https://t.co/mLUoWMTae3
263,Einreise per Flugzeug: Regierung erklärt Flüchtlingszahlen zur Geheimsache / AfD prüft rechtliche Schritte https://t.co/r6ijPQ7u6y
264,  An jeden Ort Bürgerwehren. Denn Polizei wurde reduziert und nur für Asylanten schützen oder Demos eingesetzt.
265,"Gauland, rede Dich doch nicht mit den Aussagen anderer heraus. Damit |LBR| wird doch Dein dummes Rasissmusgelaber nicht entschuldigt."
266," Wie heißt es doch : ""Humor ist, wenn man trotzdem lacht."" 😜"
267,ab nach hause und gibt ihnen genug waffen mit um sich zu killen ! problem gelöst
268,"Ein bisschen mehr lernen und Hirn einschalten, dafür weniger WhatsApp und Facebook ... wäre schon mal ein Anfang. ^^' Wenn man heute DSDS, GNTM, Superstar, Bachelor, YouTubeStars und Co rund um die Uhr vorgesetzt bekommt ... ist doch kein Wunder, dass da fast niemand mehr für die Schule lernen will ... kann man ja auch so sein Geld verdienen ... und wird Promi ... Wir verlangen nicht zu viel von unseren Kindern ... nur gibt es heute viel mehr Beschäftigungen für Kinder, die nichts mit Schule zu tun haben und die Zeit zum Lernen auffressen. ^^"
269,Jetzt ist klar für was ich jedes von Jahr zu Jahr immer mehr Steuer nachzahle ?
270," |LBR| Wehe derTäter wäre ein Rechter und hätte einen Nigger, äh Nigerianer abgestochen!"
271," Seltsam - die deutsche Botschaft in Manila hätte meine 15 Monate alte Tochter lieber im Dreck verrecken lassen, als zu beurkunden."
272,"  Mir sind die Türken lieber, als ein falscher und verlogener Kurde!"
273,Das wird alles immer blöder.
274,bei peter kann man noch was lernen
275,"Um die gefährliche Reise zu stoppen, will Angela Merkel (CDU) hunderttausende Immigranten aus dem mittleren und nahen Osten direkt nach Europa bringen lassen. So sollen die Immigantenzahlen besser kontrollierbar werden. Finanziert werden soll das der Steuerzahler durch eine EU-weite Abgabe. --  http://www.metropolico.org/2015/10/23/merkel-will-immigranten-nach-europa-bringen-lassen/"
276, Ein Heuchler vor dem Herrn genau wie IM Erika.
277,_Krug    Kerzenhersteller hätten Hochkonjunktur |LBR| Das deutsche Verhalten ist auch an der Justiz und den Strafmaßen erkennbar...gegenüber anderer Herkunft wird mehr Toleranz mehr Verständnis sogar Mitgefühl gezeigt
278,"   mano, immer werden wir in die ecke gestellt. meinungsfreiheit in deutschland ade. ironie off."
279,'Pippi geht von Bord'    #SPDFilme #Nahles
280,Einigkeit und Recht und Freiheit...ob dies jemals wieder in Deutschland einkehrt
281,"Als Fälscher gilt ein 37-jähriger Iraker aus Ludwigsburg, der ebenfalls in dem Ford Mondeo saß, gesteuert von einem 34-jährigen Iraker aus Hamm/Westfalen. Das Trio wurde angezeigt und auf freien Fuß gesetzt.    Einer macht die Theorie für alle    https://t.co/vOPUVPKmau"
282," Hi, das ist nicht unsere Veranstaltung. VG"
283,kraftig gebaute Manner sind Sie nicht eher dicken couch potatoes.
284,"@georggukla @bahnhofshosting @Professorin_K @berlinsevent @BerLindow @SchoppeCzesch @croydon_de Da wo die Miesen sind, werden auch die meisten Miesen gemacht.  Berlin kostet nicht nur, sondern zieht uns auch runter. 😞    Was bin ich froh, dass ich davon weit weg bin.    'Ohne die Hauptstadt läge das Bruttoinlandsprodukt pro Person um 0,2 Prozent höher.'  https://t.co/wQ2NPew75x"
285,_1   1. Das mache Israels aber nicht zum institutionalisierten Judentum. |LBR| 2. Die Shoah war das auslösende Momentum der Staatsgründung. Die Entwicklung ist weitaus älter.
286,"_mangott   Ein Wahlkampf, der nicht stattfinden darf. Ist für mich auch spannend zu sehen, wie eine Navalnij Kampagne aussehen könnte."
287,   Das von der SPD verseuchte und geleitete Auswärtige Amt und seine Deutsche Botschaft in Manila strotzt vor Menschenverachtung!!!
288,Das wird doch eh jahre dauern bis die abgeschoben sind . Die prozessieren sich erstmal doof und dusselig auf unsere Kosten !!!
289,"https://t.co/IGk5NO2jCy  Ramadan gehört zu deutschem Brauchtum,  genauso wie das Oktoberfest. ....Nun,  Crystal Meth schädigt bekanntlich das Hirn.  Trifft die Droge auf ein grünes Hirn,  bedeutet das Totalschaden. ..."
290, Jeder liebt sein Land sein Volk u nicht fremde Krimminelle. Rassist Na und?
291," Das ist ein sehr netter Mensch, dem ich im RL in Haifa schon begegnet bin."
292," Ich freue mich aus tiefstem Herzen für die beiden, um die wir in grosser Sorge waren."
293,"Bremen wird das bekommen, was es verdient. https://t.co/0PDUa3snYE"
294,Und das im Zeitalter der Computertechnik!' Einfach nur lachhaft!' Werden wohl mehrere Ausweise haben!' Es gibt aber die Logik der DNA!' Wohl noch nicht bis in's Saarland vor gedrungen!'
295,"Tank-Irrsinn: Preise steigen, obwohl Rohöl billiger wird😡    na ja das ja klar Geld wird knapp für unsere Neubürger da müssen wir eben bissel mehr fahren  umd das so nebenbei mit zu finanzieren🤢 https://t.co/Mx4YNwWKvg"
296,"Wer Politik so unverantwortlich inszeniert wie die FDP, verrät sein großes liberaldemokratisches Erbe von Walter Scheel und Hans-Dietrich Genscher. Die #FDP hat diese Sondierungen nur als Bühne benutzt. Dieser parteipolitische Egoismus beschädigt unsere Demokratie. #jamaika"
